id;full_name;age;gender
1066;Смирнов Любосмысл Жоресович;60;М
1067;Корнилова Вера Александровна;30;Ж
1068;Агата Федоровна Пономарева;54;Ж
1069;Элеонора Мироновна Степанова;29;Ж
1070;Герасимов Гурий Аверьянович;52;М
1071;Гусев Антонин Юлианович;59;М
1072;Тимур Венедиктович Титов;26;М
1073;Комиссарова Анна Юрьевна;26;Ж
1074;Ия Болеславовна Юдина;27;Ж
1075;Ия Афанасьевна Григорьева;51;Ж
1076;Жуков Федор Васильевич;40;М
1077;Харитонов Трофим Анатольевич;53;М
1078;Симонов Савватий Ааронович;53;М
1079;Наина Викторовна Кабанова;34;Ж
1080;Татьяна Болеславовна Егорова;34;Ж
1081;Крюков Эрнст Харитонович;46;М
1082;Нинель Евгеньевна Орлова;28;Ж
1083;Муравьева Ия Геннадиевна;55;Ж
1084;Валерия Геннадиевна Семенова;54;Ж
1085;Нестеров Август Харлампович;35;М
1086;Владилен Захарьевич Стрелков;48;М
1087;Шубин Ефим Измаилович;45;М
1088;Белова Зинаида Львовна;37;Ж
1089;Михей Елисеевич Молчанов;40;М
1090;Игнатий Евсеевич Рыбаков;30;М
1091;Вероника Святославовна Пономарева;56;Ж
1092;Терентьев Ратмир Теймуразович;58;М
1093;Уварова Екатерина Альбертовна;46;Ж
1094;Акулина Валентиновна Корнилова;30;Ж
1095;Полякова Светлана Валериевна;58;Ж
1096;Вероника Кирилловна Лаврентьева;51;Ж
1097;Лазарев Эмиль Фёдорович;57;М
1098;Мишин Эдуард Дмитриевич;61;М
1099;Агата Артемовна Сидорова;57;Ж
1100;Лаврентий Ефремович Кузнецов;43;М
1101;Савва Артурович Рогов;49;М
1102;Милица Николаевна Субботина;64;Ж
1103;Всеслав Виленович Аксенов;48;М
1104;Марина Кирилловна Блинова;31;Ж
1105;Маслов Антип Ефимьевич;61;М
1106;Комаров Григорий Богданович;57;М
1107;Николаев Натан Трифонович;64;М
1108;Васильев Родион Жоресович;43;М
1109;Волков Кондрат Фадеевич;26;М
1110;Фёкла Дмитриевна Петухова;29;Ж
1111;Никонов Спиридон Авдеевич;41;М
1112;Беляков Варфоломей Харитонович;29;М
1113;Азарий Бенедиктович Панов;39;М
1114;тов. Игнатова Кира Эльдаровна;59;Ж
1115;Рогов Эраст Якубович;51;М
1116;Гаврила Трифонович Горбунов;64;М
1117;Евфросиния Яковлевна Никитина;36;Ж
1118;Маркова Людмила Федоровна;47;Ж
1119;Клавдия Тарасовна Козлова;43;Ж
1120;Анастасия Аркадьевна Кулагина;41;Ж
1121;Никон Изотович Зайцев;49;М
1122;Андрей Виленович Орлов;63;М
1123;Никитин Гостомысл Ануфриевич;47;М
1124;Большаков Панкрат Августович;35;М
1125;Артемьева Раиса Владимировна;30;Ж
1126;Шилов Леонид Гертрудович;34;М
1127;Раиса Валериевна Кудрявцева;29;Ж
1128;Орехова Марина Олеговна;43;Ж
1129;Субботин Максим Юльевич;51;М
1130;Мария Макаровна Тетерина;28;Ж
1131;тов. Стрелкова Ангелина Афанасьевна;35;Ж
1132;Вениамин Юльевич Горбунов;34;М
1133;Владислав Владиславович Юдин;32;М
1134;Светлана Леоновна Елисеева;38;Ж
1135;Копылова Пелагея Ниловна;61;Ж
1136;Софон Валерьевич Рыбаков;28;М
1137;Цветков Никифор Викентьевич;56;М
1138;Архип Фадеевич Носов;29;М
1139;Соломон Дмитриевич Некрасов;40;М
1140;Шарапова Глафира Игоревна;47;Ж
1141;Исай Ануфриевич Осипов;47;М
1142;Тамара Вадимовна Ситникова;32;Ж
1143;Тарасова Юлия Натановна;39;Ж
1144;Николай Харламович Самойлов;31;М
1145;Фокин Изяслав Феликсович;51;М
1146;Громова Любовь Святославовна;43;Ж
1147;Сидор Юльевич Лихачев;64;М
1148;Ксения Кирилловна Доронина;54;Ж
1149;Михеева Жанна Кузьминична;27;Ж
1150;Константинов Марк Ерофеевич;36;М
1151;Рюрик Яковлевич Давыдов;41;М
1152;Николай Жоресович Никонов;28;М
1153;Жанна Оскаровна Кононова;35;Ж
1154;Зимин Савватий Ильич;51;М
1155;Екатерина Владиславовна Панфилова;35;Ж
1156;Лапин Софон Егорович;34;М
1157;Макар Елизарович Владимиров;26;М
1158;Раиса Рубеновна Щербакова;33;Ж
1159;Агата Викторовна Жукова;28;Ж
1160;Онуфрий Анатольевич Лыткин;41;М
1161;Мамонтов Дорофей Гурьевич;28;М
1162;Лебедева Иванна Егоровна;62;Ж
1163;Денис Матвеевич Рогов;56;М
1164;Воронов Остап Тихонович;35;М
1165;Алла Николаевна Суханова;60;Ж
1166;Пелагея Эльдаровна Щукина;27;Ж
1167;Марфа Робертовна Григорьева;35;Ж
1168;Хохлова Кира Григорьевна;29;Ж
1169;Веселов Федосий Елизарович;59;М
1170;Глафира Юльевна Самойлова;29;Ж
1171;Наталья Евгеньевна Петрова;36;Ж
1172;Белозеров Любим Егорович;29;М
1173;Владимир Адрианович Сафонов;30;М
1174;Максимова Елизавета Тимофеевна;29;Ж
1175;Тарасова Тамара Робертовна;52;Ж
1176;Щукина Анжелика Тимофеевна;49;Ж
1177;Кононова Елизавета Ефимовна;56;Ж
1178;Петухова Ангелина Ефимовна;25;Ж
1179;Евпраксия Даниловна Сафонова;37;Ж
1180;Ангелина Ивановна Федорова;40;Ж
1181;Ксения Михайловна Авдеева;43;Ж
1182;Самсон Валерьевич Гущин;43;М
1183;Агафонова Акулина Николаевна;39;Ж
1184;Максимов Софрон Юльевич;35;М
1185;Филатова Анжелика Богдановна;62;Ж
1186;Анастасия Юрьевна Авдеева;65;Ж
1187;Евсеев Харитон Фомич;41;М
1188;Котова Мария Романовна;50;Ж
1189;Афиноген Гавриилович Коновалов;46;М
1190;Евгения Альбертовна Копылова;29;Ж
1191;Таисия Геннадиевна Семенова;39;Ж
1192;Любосмысл Денисович Харитонов;38;М
1193;Кира Захаровна Соколова;29;Ж
1194;Власова Алла Вячеславовна;28;Ж
1195;Цветков Вышеслав Всеволодович;46;М
1196;Лукия Робертовна Карпова;31;Ж
1197;Турова Виктория Юрьевна;39;Ж
1198;Орехова Ираида Олеговна;26;Ж
1199;Пимен Данилович Назаров;41;М
1200;Евстигней Харитонович Бирюков;34;М
1201;Виктория Викторовна Белозерова;32;Ж
1202;Дементьев Назар Трофимович;60;М
1203;Нифонт Теймуразович Селиверстов;46;М
1204;Громова Синклитикия Вячеславовна;29;Ж
1205;Остромир Германович Лобанов;65;М
1206;Ефимов Вышеслав Глебович;33;М
1207;Боброва Дарья Кузьминична;33;Ж
1208;Милан Феодосьевич Панфилов;55;М
1209;Шашков Ерофей Игнатьевич;41;М
1210;Нинель Станиславовна Кошелева;26;Ж
1211;Медведев Мариан Германович;56;М
1212;Киселев Соломон Алексеевич;46;М
1213;Сидорова Ия Руслановна;52;Ж
1214;Иннокентий Валерьевич Громов;58;М
1215;Наумов Автоном Якубович;40;М
1216;Болеслав Матвеевич Никитин;26;М
1217;Гусев Ферапонт Харитонович;34;М
1218;Евгения Святославовна Прохорова;53;Ж
1219;Алина Геннадьевна Большакова;33;Ж
1220;Кондрат Устинович Шарапов;53;М
1221;Любим Гаврилович Туров;65;М
1222;Сысоева Наина Антоновна;30;Ж
1223;Матвеев Никанор Аверьянович;58;М
1224;Моисей Артёмович Тимофеев;46;М
1225;Никонова Глафира Яковлевна;58;Ж
1226;Тарасова Милица Тимофеевна;28;Ж
1227;Эдуард Владленович Сысоев;58;М
1228;Кудряшов Владилен Ефимович;34;М
1229;Зинаида Николаевна Фролова;43;Ж
1230;Вадим Ефремович Лазарев;55;М
1231;Евфросиния Ивановна Соболева;30;Ж
1232;Михей Демидович Никитин;25;М
1233;Вероника Ильинична Вишнякова;45;Ж
1234;Дьячкова Октябрина Яковлевна;38;Ж
1235;Эмилия Анатольевна Васильева;47;Ж
1236;Фадеева Юлия Мироновна;32;Ж
1237;Ершова Василиса Кузьминична;47;Ж
1238;Жукова Зинаида Богдановна;34;Ж
1239;Дарья Филипповна Чернова;59;Ж
1240;Сидорова Глафира Макаровна;29;Ж
1241;Гаврила Юлианович Миронов;27;М
1242;Носов Юлиан Эдгарович;64;М
1243;Евстигней Арсенович Данилов;59;М
1244;Логинов Давыд Данилович;41;М
1245;Юрий Исидорович Кошелев;28;М
1246;Евпраксия Ильинична Наумова;36;Ж
1247;Изот Анатольевич Захаров;51;М
1248;Костин Кондрат Харлампович;50;М
1249;Исакова Антонина Юльевна;63;Ж
1250;Игнатьев Самуил Афанасьевич;36;М
1251;Ильин Ульян Трифонович;25;М
1252;Виссарион Валерианович Шаров;57;М
1253;Носова Элеонора Романовна;47;Ж
1254;Власова Виктория Станиславовна;54;Ж
1255;Лонгин Брониславович Елисеев;51;М
1256;Прасковья Борисовна Симонова;46;Ж
1257;Регина Ниловна Зуева;35;Ж
1258;Алевтина Ефимовна Громова;26;Ж
1259;Поляков Евстафий Арсеньевич;32;М
1260;Лора Матвеевна Александрова;51;Ж
1261;Евдокия Дмитриевна Мельникова;37;Ж
1262;Алла Святославовна Дмитриева;43;Ж
1263;Ангелина Тарасовна Потапова;53;Ж
1264;Виссарион Герасимович Овчинников;32;М
1265;Александр Еремеевич Ефимов;27;М
1266;Гуляев Зиновий Измаилович;58;М
1267;Регина Павловна Журавлева;34;Ж
1268;Быкова Зоя Леонидовна;26;Ж
1269;Каллистрат Артурович Исаков;32;М
1270;Лора Захаровна Филатова;45;Ж
1271;Родион Филатович Воронцов;38;М
1272;Эраст Гаврилович Горшков;25;М
1273;Любовь Альбертовна Большакова;50;Ж
1274;Бирюков Алексей Якубович;42;М
1275;Воронов Иван Гордеевич;32;М
1276;Денисова Пелагея Филипповна;62;Ж
1277;Панкратий Демидович Осипов;49;М
1278;Давыд Власович Данилов;33;М
1279;Попов Панфил Виленович;53;М
1280;Королев Захар Владленович;31;М
1281;Пантелеймон Елизарович Некрасов;28;М
1282;Максимова Пелагея Васильевна;54;Ж
1283;Лучезар Бенедиктович Доронин;63;М
1284;Ершова Дарья Викторовна;50;Ж
1285;Наумова Юлия Леонидовна;34;Ж
1286;Лапин Евлампий Артурович;38;М
1287;Кондратьев Михей Чеславович;53;М
1288;Стрелкова Глафира Филипповна;51;Ж
1289;Адриан Виленович Григорьев;49;М
1290;Мясникова Алина Сергеевна;51;Ж
1291;Любовь Геннадиевна Галкина;54;Ж
1292;Беляков Климент Ярославович;58;М
1293;Таисия Кузьминична Полякова;56;Ж
1294;Эрнст Федосьевич Щербаков;43;М
1295;Дьячкова Валентина Эдуардовна;49;Ж
1296;Тамара Петровна Турова;25;Ж
1297;Ситников Аристарх Тарасович;64;М
1298;Тихонов Самуил Федотович;47;М
1299;Гущин Сидор Алексеевич;59;М
1300;Ферапонт Давидович Новиков;49;М
1301;Капустин Аникита Анатольевич;25;М
1302;Евдокимов Андроник Матвеевич;39;М
1303;Власова Эмилия Феликсовна;61;Ж
1304;Ширяева Тамара Рубеновна;33;Ж
1305;Силин Куприян Вилорович;65;М
1306;Ермаков Клавдий Димитриевич;43;М
1307;Исаева Евпраксия Игоревна;32;Ж
1308;Некрасов Евстигней Федотович;62;М
1309;Лобанова Наталья Львовна;49;Ж
1310;Овчинников Аполлон Тихонович;41;М
1311;Борисова Алина Степановна;48;Ж
1312;Карл Иосифович Наумов;55;М
1313;Брагин Кондрат Геннадиевич;41;М
1314;Зиновий Димитриевич Давыдов;31;М
1315;Филиппова Валентина Станиславовна;44;Ж
1316;Комиссарова Евдокия Кузьминична;46;Ж
1317;Лариса Эдуардовна Комарова;47;Ж
1318;Воробьева Нина Вячеславовна;31;Ж
1319;Лукин Самсон Артёмович;32;М
1320;Мария Валентиновна Овчинникова;48;Ж
1321;Гришин Аскольд Иосифович;40;М
1322;Марина Леонидовна Овчинникова;32;Ж
1323;Дарья Яковлевна Богданова;55;Ж
1324;Регина Геннадьевна Богданова;54;Ж
1325;Варвара Геннадьевна Кириллова;61;Ж
1326;Якуб Яковлевич Колесников;28;М
1327;Зыкова Галина Эдуардовна;57;Ж
1328;Савелий Иларионович Фомин;29;М
1329;Шилов Виталий Терентьевич;45;М
1330;Лазарев Константин Еремеевич;62;М
1331;Никодим Глебович Устинов;38;М
1332;Фролова Лукия Харитоновна;31;Ж
1333;Котова Вера Станиславовна;27;Ж
1334;Азарий Владленович Мельников;57;М
1335;Ираида Даниловна Рябова;33;Ж
1336;Блинова Фёкла Михайловна;65;Ж
1337;Глафира Наумовна Большакова;42;Ж
1338;Герасимов Трофим Антонович;27;М
1339;Аристарх Тихонович Зайцев;27;М
1340;Нинель Романовна Крюкова;43;Ж
1341;Мария Филипповна Панфилова;59;Ж
1342;Андреева Глафира Феликсовна;29;Ж
1343;Ульяна Никифоровна Бобылева;63;Ж
1344;Носов Иларион Валерианович;55;М
1345;Игнатова Юлия Геннадьевна;65;Ж
1346;Милица Юрьевна Беспалова;42;Ж
1347;Жанна Григорьевна Овчинникова;54;Ж
1348;Фокин Бронислав Егорович;61;М
1349;Гаврила Федотович Савин;47;М
1350;Котов Олимпий Бориславович;31;М
1351;Ульяна Геннадьевна Петрова;33;Ж
1352;Шубин Георгий Фокич;42;М
1353;Ярополк Всеволодович Моисеев;45;М
1354;Родион Демидович Гаврилов;31;М
1355;Евдокия Олеговна Зуева;53;Ж
1356;Наина Яковлевна Муравьева;31;Ж
1357;Костина Ульяна Феликсовна;63;Ж
1358;Мамонтов Глеб Гертрудович;35;М
1359;Куликова Ирина Игоревна;59;Ж
1360;Ксения Яковлевна Пестова;64;Ж
1361;Богданова Дарья Никифоровна;46;Ж
1362;Мухин Михей Федосеевич;61;М
1363;Борис Чеславович Аксенов;48;М
1364;Капустина Олимпиада Валериевна;53;Ж
1365;Тимофей Эдгарович Фролов;43;М
1366;Савельева Нинель Евгеньевна;52;Ж
1367;Антонина Геннадьевна Попова;27;Ж
1368;Евлампий Ермолаевич Панфилов;42;М
1369;Дарья Тарасовна Павлова;31;Ж
1370;Епифан Феликсович Титов;35;М
1371;Елена Рудольфовна Белоусова;64;Ж
1372;Дмитриев Еремей Фролович;35;М
1373;Майя Владимировна Петрова;52;Ж
1374;Ульяна Геннадиевна Филатова;57;Ж
1375;Ангелина Викторовна Турова;26;Ж
1376;Белоусова Полина Егоровна;29;Ж
1377;Кирилл Адрианович Щербаков;52;М
1378;Всеволод Августович Кошелев;62;М
1379;Вишнякова Синклитикия Даниловна;30;Ж
1380;Логинов Семен Денисович;62;М
1381;Дарья Кирилловна Агафонова;57;Ж
1382;Чернова Анна Феликсовна;62;Ж
1383;Гущин Леонид Теймуразович;31;М
1384;Давыдова Вера Ждановна;47;Ж
1385;Нонна Борисовна Маслова;26;Ж
1386;Семенова Алевтина Валентиновна;27;Ж
1387;Емельян Ефимович Агафонов;62;М
1388;Клавдия Наумовна Дроздова;60;Ж
1389;Цветков Назар Эдгардович;45;М
1390;Пров Давыдович Ершов;43;М
1391;Агафья Николаевна Харитонова;57;Ж
1392;Тихонов Гордей Артурович;30;М
1393;Василий Брониславович Дементьев;65;М
1394;Варвара Эдуардовна Филиппова;46;Ж
1395;Русаков Ерофей Измаилович;50;М
1396;Самсон Антонович Носов;39;М
1397;Мельников Тит Владленович;41;М
1398;Сысоева Лора Захаровна;33;Ж
1399;Дарья Юрьевна Рябова;61;Ж
1400;Владилен Георгиевич Потапов;43;М
1401;Елизавета Вадимовна Симонова;46;Ж
1402;Никон Федосеевич Морозов;25;М
1403;Доронина Жанна Антоновна;44;Ж
1404;Пелагея Игоревна Харитонова;35;Ж
1405;Автоном Трофимович Борисов;48;М
1406;Маргарита Наумовна Дьячкова;30;Ж
1407;Кира Альбертовна Кудрявцева;46;Ж
1408;Владимиров Вениамин Гавриилович;26;М
1409;Евдокия Яковлевна Якушева;58;Ж
1410;Блинова Маргарита Дмитриевна;32;Ж
1411;Орлова Октябрина Ждановна;63;Ж
1412;Глафира Валериевна Исаева;48;Ж
1413;Мстислав Ефимьевич Фокин;44;М
1414;Колобова Александра Тарасовна;53;Ж
1415;Кудрявцева Нина Ефимовна;42;Ж
1416;Евфросиния Евгеньевна Тетерина;53;Ж
1417;Поляков Никита Антонович;28;М
1418;Алевтина Николаевна Горшкова;41;Ж
1419;г-н Федотов Мартын Эдгардович;50;М
1420;Кудрявцев Валентин Адрианович;33;М
1421;Симонова Мария Робертовна;32;Ж
1422;Алевтина Дмитриевна Ефимова;32;Ж
1423;Денисов Капитон Теймуразович;26;М
1424;Евпраксия Макаровна Сорокина;27;Ж
1425;Зосима Евстигнеевич Устинов;31;М
1426;г-жа Русакова Раиса Ниловна;31;Ж
1427;Нестеров Панкрат Артёмович;36;М
1428;Фокин Лазарь Яковлевич;43;М
1429;Харитонова Мария Ивановна;55;Ж
1430;Селиван Валерьевич Киселев;34;М
1431;Громова Елизавета Ждановна;27;Ж
1432;Попов Варфоломей Игоревич;57;М
1433;Клавдия Максимовна Авдеева;43;Ж
1434;Ананий Трофимович Семенов;59;М
1435;Зимин Андрон Германович;53;М
1436;Хохлова Клавдия Викторовна;25;Ж
1437;Киселев Эммануил Аксёнович;61;М
1438;Татьяна Валериевна Архипова;52;Ж
1439;Калинин Леон Абрамович;41;М
1440;Быкова Нинель Ефимовна;36;Ж
1441;Людмила Артемовна Лыткина;37;Ж
1442;Рюрик Валерьевич Осипов;61;М
1443;Евпраксия Богдановна Иванова;40;Ж
1444;Романова Элеонора Сергеевна;27;Ж
1445;Сафонова Елизавета Анатольевна;45;Ж
1446;Галина Анатольевна Громова;46;Ж
1447;Филарет Адрианович Устинов;35;М
1448;Милица Геннадьевна Боброва;57;Ж
1449;Демид Германович Шашков;46;М
1450;Дорофеева Валерия Болеславовна;46;Ж
1451;Голубев Архип Давыдович;36;М
1452;тов. Панов Радим Еремеевич;33;М
1453;Ангелина Богдановна Панфилова;34;Ж
1454;Лукьян Игоревич Кудрявцев;55;М
1455;Фотий Елизарович Хохлов;31;М
1456;Андреев Никифор Измаилович;39;М
1457;Олег Демьянович Воронцов;62;М
1458;Лидия Анатольевна Носова;46;Ж
1459;Зыкова Кира Феликсовна;54;Ж
1460;Милий Измаилович Ковалев;47;М
1461;Зинаида Федоровна Ефремова;29;Ж
1462;Ферапонт Виленович Капустин;45;М
1463;Филиппова Полина Вениаминовна;25;Ж
1464;Кудряшова Лидия Вениаминовна;43;Ж
1465;Никитин Ефрем Феодосьевич;27;М
1466;София Архиповна Миронова;38;Ж
1467;Бобылев Аристарх Аксёнович;60;М
1468;Тамара Аскольдовна Щукина;39;Ж
1469;Иванна Дмитриевна Дмитриева;65;Ж
1470;Исаков Юлиан Владиславович;31;М
1471;Лукия Тимуровна Михайлова;58;Ж
1472;Майя Игоревна Калашникова;37;Ж
1473;Семенов Пимен Иосифович;63;М
1474;Творимир Денисович Дорофеев;35;М
1475;Ювеналий Владленович Воронцов;65;М
1476;Гурий Яковлевич Шестаков;45;М
1477;Козлов Боян Ааронович;35;М
1478;Максим Ефстафьевич Анисимов;53;М
1479;Изяслав Зиновьевич Михайлов;50;М
1480;Селезнева Галина Эдуардовна;53;Ж
1481;Новиков Борислав Гавриилович;40;М
1482;Алексеева Ираида Эдуардовна;28;Ж
1483;Зуев Селиван Фролович;43;М
1484;Красильникова Лора Антоновна;45;Ж
1485;Баранова Оксана Анатольевна;44;Ж
1486;Комаров Святослав Федосеевич;46;М
1487;Остромир Гурьевич Тарасов;28;М
1488;Виктория Богдановна Дементьева;48;Ж
1489;Измаил Федосьевич Аксенов;46;М
1490;Алевтина Станиславовна Родионова;42;Ж
1491;Коновалова Олимпиада Ждановна;53;Ж
1492;Лукия Николаевна Моисеева;60;Ж
1493;Кошелев Будимир Фёдорович;53;М
1494;Виктория Петровна Цветкова;60;Ж
1495;Милица Леоновна Корнилова;65;Ж
1496;Тимофей Теймуразович Маслов;49;М
1497;Панова Мария Филипповна;29;Ж
1498;Ладислав Владленович Белозеров;45;М
1499;Крылова Марина Архиповна;49;Ж
1500;Афанасьев Давыд Евсеевич;30;М
1501;Милован Фокич Горбунов;50;М
1502;тов. Харитонова Фёкла Павловна;62;Ж
1503;Муравьева Синклитикия Николаевна;41;Ж
1504;Терентьева Любовь Ивановна;52;Ж
1505;Казаков Гурий Феодосьевич;42;М
1506;Беляев Святополк Фролович;51;М
1507;Комарова Галина Евгеньевна;28;Ж
1508;Анжелика Вениаминовна Федотова;56;Ж
1509;Ситникова Ксения Владимировна;39;Ж
1510;Раиса Олеговна Савельева;37;Ж
1511;Бирюков Севастьян Иосифович;39;М
1512;Лучезар Всеволодович Комаров;41;М
1513;Александра Геннадиевна Гущина;34;Ж
1514;Маркова Любовь Михайловна;42;Ж
1515;Макарова Валерия Сергеевна;47;Ж
1516;Евфросиния Павловна Мамонтова;64;Ж
1517;г-жа Калашникова Тамара Вячеславовна;39;Ж
1518;Андрон Матвеевич Воробьев;40;М
1519;Варвара Кузьминична Зуева;25;Ж
1520;Тарас Демьянович Степанов;26;М
1521;Валерий Давыдович Киселев;58;М
1522;Галина Филипповна Егорова;55;Ж
1523;Фока Ермолаевич Кудрявцев;25;М
1524;Мария Георгиевна Самсонова;40;Ж
1525;Суворов Гаврила Авдеевич;64;М
1526;Агап Иларионович Петухов;46;М
1527;Спартак Венедиктович Галкин;64;М
1528;Маслов Остап Абрамович;64;М
1529;Анатолий Федосьевич Лапин;29;М
1530;Назаров Наум Анатольевич;34;М
1531;Панкрат Данилович Селиверстов;47;М
1532;Лазарев Рубен Исидорович;37;М
1533;Антип Елисеевич Быков;65;М
1534;Степан Артемьевич Ермаков;63;М
1535;Валентина Павловна Щукина;39;Ж
1536;Авдей Витальевич Калашников;34;М
1537;Моисеева Иванна Ивановна;44;Ж
1538;Наумова Элеонора Тимофеевна;51;Ж
1539;Тамара Афанасьевна Беспалова;42;Ж
1540;Акулина Николаевна Захарова;63;Ж
1541;Логинова Маргарита Станиславовна;33;Ж
1542;Никифорова Элеонора Валериевна;50;Ж
1543;Комиссарова Евпраксия Антоновна;51;Ж
1544;г-жа Алексеева Маргарита Константиновна;33;Ж
1545;Козлова Пелагея Рудольфовна;52;Ж
1546;Элеонора Вадимовна Ершова;53;Ж
1547;Дмитриев Поликарп Богданович;37;М
1548;Корнил Федотович Мухин;26;М
1549;Соболева Нина Вениаминовна;32;Ж
1550;тов. Носов Феоктист Викторович;42;М
1551;Гордеева Татьяна Львовна;39;Ж
1552;Лаврентьева Любовь Аскольдовна;55;Ж
1553;Юрий Вячеславович Иванов;53;М
1554;Тихонов Денис Григорьевич;37;М
1555;Овчинников Панкрат Артемьевич;32;М
1556;Александр Антонович Крылов;29;М
1557;Капустина Нинель Борисовна;65;Ж
1558;Иннокентий Ефремович Орехов;54;М
1559;Юлия Викторовна Козлова;53;Ж
1560;Михайлов Емельян Аксёнович;31;М
1561;Панфил Елисеевич Белоусов;34;М
1562;София Ниловна Горшкова;44;Ж
1563;Филиппова Василиса Георгиевна;47;Ж
1564;Лукия Алексеевна Константинова;36;Ж
1565;Белозерова Нина Эльдаровна;43;Ж
1566;Устин Артёмович Куликов;25;М
1567;Евгений Анисимович Некрасов;35;М
1568;Пелагея Тимуровна Волкова;56;Ж
1569;Никифор Димитриевич Овчинников;27;М
1570;Красильникова Ираида Егоровна;44;Ж
1571;Анжела Леоновна Воронцова;59;Ж
1572;Ларионова Раиса Оскаровна;52;Ж
1573;Руслан Фёдорович Дементьев;34;М
1574;Копылов Терентий Бориславович;41;М
1575;Коновалова Лариса Максимовна;42;Ж
1576;Наум Трофимович Белозеров;58;М
1577;Суворов Аникей Филиппович;65;М
1578;Аполлинарий Елисеевич Артемьев;46;М
1579;Ангелина Эдуардовна Власова;42;Ж
1580;Лора Робертовна Горбунова;63;Ж
1581;Марков Нестор Валерианович;55;М
1582;Шестакова Елизавета Ивановна;34;Ж
1583;Самсонов Вячеслав Викентьевич;43;М
1584;Зинаида Станиславовна Козлова;47;Ж
1585;Федотова Ксения Григорьевна;38;Ж
1586;Виктория Степановна Емельянова;35;Ж
1587;Гуляев Петр Филатович;32;М
1588;Изот Владленович Власов;34;М
1589;Антонина Владиславовна Пахомова;53;Ж
1590;Костина Нонна Рубеновна;53;Ж
1591;Эмилия Владиславовна Гуляева;54;Ж
1592;Семен Зиновьевич Вишняков;49;М
1593;Пономарев Самсон Гертрудович;58;М
1594;Пров Демидович Анисимов;55;М
1595;Устинова Евдокия Эльдаровна;49;Ж
1596;Викторин Игоревич Зиновьев;59;М
1597;Панфил Брониславович Артемьев;56;М
1598;Зимина Тамара Ефимовна;26;Ж
1599;Василий Ануфриевич Ковалев;62;М
1600;Елизар Гурьевич Михеев;49;М
1601;Константинова Лукия Эдуардовна;34;Ж
1602;Наумова Анжела Ждановна;36;Ж
1603;Всеслав Матвеевич Ситников;56;М
1604;Ратибор Ильясович Лихачев;44;М
1605;Шубин Тарас Валентинович;25;М
1606;Артемий Антипович Ефимов;45;М
1607;Блинов Дементий Димитриевич;30;М
1608;Тарасов Аркадий Матвеевич;54;М
1609;Кира Кирилловна Шарапова;30;Ж
1610;Поляков Фрол Демидович;42;М
1611;Беляев Исай Глебович;40;М
1612;Новиков Марк Ермилович;46;М
1613;Романова Агата Феликсовна;39;Ж
1614;Фадеева Маргарита Сергеевна;39;Ж
1615;Борисова Марина Яковлевна;64;Ж
1616;Парамон Августович Терентьев;54;М
1617;Юдина Лора Эльдаровна;35;Ж
1618;Шашкова Анастасия Романовна;29;Ж
1619;Иванна Антоновна Доронина;47;Ж
1620;Лукия Феликсовна Логинова;54;Ж
1621;Баранова Акулина Михайловна;57;Ж
1622;Ершова Олимпиада Сергеевна;62;Ж
1623;Кира Наумовна Виноградова;59;Ж
1624;Кондратьев Афиноген Феофанович;57;М
1625;Гришин Каллистрат Филимонович;53;М
1626;Михайлов Георгий Данилович;45;М
1627;Лаврентий Бориславович Корнилов;64;М
1628;Филатов Самсон Власович;43;М
1629;Евпраксия Николаевна Павлова;30;Ж
1630;Алексеева Таисия Тимуровна;60;Ж
1631;Фадей Захарьевич Ширяев;25;М
1632;Виктор Бориславович Кондратьев;63;М
1633;Флорентин Ануфриевич Дроздов;50;М
1634;Регина Алексеевна Хохлова;30;Ж
1635;Людмила Аркадьевна Юдина;29;Ж
1636;Князев Данила Юльевич;29;М
1637;Жанна Александровна Исаева;25;Ж
1638;Зоя Захаровна Рогова;45;Ж
1639;Воронов Ладимир Эдгардович;56;М
1640;Милица Евгеньевна Бобылева;34;Ж
1641;Соколова Валерия Захаровна;29;Ж
1642;Андреев Ферапонт Исидорович;51;М
1643;Гуляев Мефодий Давидович;40;М
1644;Фирс Анисимович Гаврилов;34;М
1645;Исакова Иванна Эдуардовна;39;Ж
1646;Ангелина Захаровна Сазонова;41;Ж
1647;Вячеслав Давыдович Волков;31;М
1648;г-н Васильев Герасим Аксёнович;50;М
1649;Цветкова Пелагея Ждановна;65;Ж
1650;Носов Парамон Валентинович;49;М
1651;Лариса Робертовна Федосеева;25;Ж
1652;Нина Альбертовна Филатова;27;Ж
1653;Акулина Андреевна Новикова;29;Ж
1654;Самойлов Карп Эдгардович;48;М
1655;Феврония Никифоровна Горшкова;26;Ж
1656;Михеева Надежда Олеговна;42;Ж
1657;Семен Жанович Овчинников;54;М
1658;Лукин Руслан Арсенович;31;М
1659;Маргарита Георгиевна Васильева;41;Ж
1660;Овчинников Давыд Артёмович;32;М
1661;Журавлева Глафира Валентиновна;55;Ж
1662;Журавлева Ангелина Ильинична;25;Ж
1663;Анатолий Димитриевич Владимиров;59;М
1664;Август Игоревич Вишняков;61;М
1665;Максимова Антонина Болеславовна;41;Ж
1666;Мамонтова Марина Захаровна;61;Ж
1667;Некрасов Будимир Всеволодович;52;М
1668;Никитина Галина Константиновна;58;Ж
1669;Петухов Михаил Елизарович;58;М
1670;Фёкла Константиновна Федотова;42;Ж
